"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1560828","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","41.76579","-83.44348","reported","Accurate","Ottawa-Stony","04100001","2014","7","10","established","<a href = http://www.misin.msu.edu/browse/record.php?id=515973 target = _blank >MISIN report ID 515973</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562818","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","43.30933","-77.70708","reported","Accurate","Lake Ontario","04150200","2014","7","9","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519857 target = _blank >MISIN report ID 519857</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562823","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","43.31057","-77.70814","reported","Accurate","Lake Ontario","04150200","2014","7","9","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519966 target = _blank >MISIN report ID 519966</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1561145","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","42.09147","-83.16439","reported","Accurate","Detroit","04090004","2014","8","20","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2014-08-20 to 2014-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=512513 target = _blank >MISIN report ID 512513</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1564683","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","45.65673","-84.4753","reported","Accurate","Lake Huron","04080300","2014","7","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=513357 target = _blank >MISIN report ID 513357</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1564684","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","45.65675","-84.47531","reported","Accurate","Lake Huron","04080300","2014","7","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=513361 target = _blank >MISIN report ID 513361</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1564696","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","45.65799","-84.47644","reported","Accurate","Lake Huron","04080300","2014","7","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=513377 target = _blank >MISIN report ID 513377</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1564688","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","45.65719","-84.47574","reported","Accurate","Lake Huron","04080300","2014","7","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=513367 target = _blank >MISIN report ID 513367</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1564690","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","45.65746","-84.47595","reported","Accurate","Lake Huron","04080300","2014","7","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=513371 target = _blank >MISIN report ID 513371</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1564694","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","45.65774","-84.47615","reported","Accurate","Lake Huron","04080300","2014","7","1","established","<a href = http://www.misin.msu.edu/browse/record.php?id=513374 target = _blank >MISIN report ID 513374</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1565526","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","46.70954","-92.16499","reported","Accurate","St. Louis","04010201","2014","7","15","established","<a href = http://www.misin.msu.edu/browse/record.php?id=514318 target = _blank >MISIN report ID 514318</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1565528","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","46.70967","-92.16518","reported","Accurate","St. Louis","04010201","2014","7","15","established","<a href = http://www.misin.msu.edu/browse/record.php?id=514321 target = _blank >MISIN report ID 514321</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1565531","2961","Plants","Typhaceae","Typha X glauca","white cattail","","","","[No locality description provided]","46.70978","-92.16542","reported","Accurate","St. Louis","04010201","2014","7","15","established","<a href = http://www.misin.msu.edu/browse/record.php?id=514323 target = _blank >MISIN report ID 514323</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
